actiontype,actiondate,treeid,supervisordistrict,addressno,altdescription,legalstatus,ownername,siteorder,locsite,sitetype,planttype,scientificname,commonname,treephoto,x,y,lat,long,point,:@computed_region_jwn9_ihcz,:@computed_region_6qbp_sg9q,:@computed_region_qgnn_b9vv,:@computed_region_26cr_cadq,:@computed_region_ajp5_b2md
Posted 24hr,2024-02-28T00:00:00.000,69405,11,781,Prague St  :  Rolph St  -  Naylor St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Schinus terebinthifolius,Brazilian Pepper,{'url': 'http://bsm.sfdpw.org/treephotos/69405/mobilePic1709150036135.jpg'},6002439.0824,2087100.62464,37.71124160344972,-122.433066565035,"{'type': 'Point', 'coordinates': [-122.433, 37.7112]}",58,58,9,1,7
Posted 15 Day,2019-07-17T00:00:00.000,237308,9,203,Nevada St  :  Cortland Ave  -  Jarboe Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Stump (use Grinder),Stump (use Grinder),{'url': 'http://bsm.sfdpw.org/treephotos/237308/mobilePic1563399895485.jpg'},6009026.69702,2097414.14807,37.73902008622164,-122.41142897130445,"{'type': 'Point', 'coordinates': [-122.411, 37.739]}",83,83,9,2,2
Posted 24hr,2019-09-24T00:00:00.000,227731,5,1266,Stanyan St  :  17th St  -  Belgrave Ave,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Liquidambar styraciflua,American Sweet Gum,{'url': 'http://bsm.sfdpw.org/treephotos/227731/mobilePic1581620584154.jpg'},5997522.19949,2105232.66102,37.760475270665374,-122.45175542525467,"{'type': 'Point', 'coordinates': [-122.452, 37.7605]}",110,110,7,11,14
Posted 30 Day,2022-11-16T00:00:00.000,236043,8,821,Duboce Ave  :  Divisadero St  -  Alpine Ter,DPW Maintained,Private,1,"Sidewalk, Curb side",Yard,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/236043/mobilePic1668624832767.jpg'},6001824.27489,2108233.40905,37.768966050551214,-122.43706669585222,"{'type': 'Point', 'coordinates': [-122.437, 37.769]}",112,112,7,5,3
Posted 30 Day,2020-03-16T00:00:00.000,233815,6,78,Colton St  :  Colusa Pl  -  Brady St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Olea europaea,Olive Tree,{'url': 'http://bsm.sfdpw.org/treephotos/233815/mobilePic1583866259721.jpg'},6006685.92768,2109625.99474,37.773076467261646,-122.42014074503368,"{'type': 'Point', 'coordinates': [-122.42, 37.7731]}",32,32,1,10,20
Posted 30 Day,2018-01-05T00:00:00.000,611,9,3108,24th St  :  Folsom St  -  Shotwell St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa,Chinese Banyan,{'url': 'http://bsm.sfdpw.org/treephotos/611/mobilePic1515194019021.jpg'},6008224.09237,2102134.47643,37.752472842698836,-122.41462916043545,"{'type': 'Point', 'coordinates': [-122.415, 37.7525]}",53,53,3,2,20
Posted 24hr,2024-05-09T00:00:00.000,273141,2,2424,Gough St  :  Broadway  -  Vallejo St,Significant Tree,Private,1,Front Yard,Yard,Tree,Acer palmatum,Japanese Maple,{'url': 'http://bsm.sfdpw.org/treephotos/273141/mobilePic1715286042268.jpg'},6004985.2378,2118090.67543,37.79579424817436,-122.42679616363175,"{'type': 'Point', 'coordinates': [-122.427, 37.7958]}",102,102,4,6,30
Posted 15 Day,2017-07-28T00:00:00.000,125621,2,2,Marina Blvd  :  Laguna St  -  Buchanan St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Arbutus 'Marina',Hybrid Strawberry Tree,{'url': 'http://bsm.sfdpw.org/treephotos/125621/mobilePic1501275056568.jpg'},6003387.73146,2121435.75978,37.805108674621366,-122.43294372475286,"{'type': 'Point', 'coordinates': [-122.433, 37.8051]}",17,17,4,6,13
Posted 15 Day,2018-10-09T00:00:00.000,256429,7,3001,Sunset Blvd  :  Sunset Blvd Off Ramp  -  Ocean Ave,Undocumented,Private,17,Median,Yard,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/256429/mobilePic1539106054752.jpg'},5984960,2094729,37.73214766635437,-122.49365581450223,"{'type': 'Point', 'coordinates': [-122.494, 37.7321]}",43,43,10,8,35
Posted 15 Day,2018-05-10T00:00:00.000,71627,3,955,Sansome St  :  Broadway  -  Vallejo St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/71627/mobilePic1676067010332.jpg'},6012042.50926,2118962.60831,37.79890590787163,-122.40232465227395,"{'type': 'Point', 'coordinates': [-122.402, 37.7989]}",77,77,6,3,8
Posted 15 Day,2019-04-25T00:00:00.000,213420,7,2560,17th Ave  :  Ulloa St  -  Vicente St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,{'url': 'http://bsm.sfdpw.org/treephotos/213420/mobilePic1556221942913.jpg'},5991125.4471,2098003.06247,37.74035078160606,-122.4733576389774,"{'type': 'Point', 'coordinates': [-122.473, 37.7404]}",46,46,10,8,41
Posted 15 Day,2018-10-26T00:00:00.000,248157,9,225,Rutledge St  :  Franconia St  -  Massasoit St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/248157/mobilePic1717173046199.jpg'},6010099.29576,2099517.7004,37.74536329629147,-122.40807065973418,"{'type': 'Point', 'coordinates': [-122.408, 37.7454]}",60,60,9,2,2
Posted 24hr,2023-09-21T00:00:00.000,113251,3,59,Walter U Lum Pl  :  Clay St  -  Washington St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Magnolia grandiflora,Southern Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/113251/mobilePic1695325198725.jpg'},6011020.1885,2117595.4098,37.7947842150823,-122.40575447187642,"{'type': 'Point', 'coordinates': [-122.406, 37.7948]}",104,104,6,3,6
Posted 15 Day,2017-07-13T00:00:00.000,232388,8,531,Sanchez St  :  18th St  -  Hancock St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Myoporum laetum,Myoporum,{'url': 'http://bsm.sfdpw.org/treephotos/232388/mobilePic1499970872590.jpg'},6003665.03076,2105179.78883,37.760756377092505,-122.43053530007144,"{'type': 'Point', 'coordinates': [-122.431, 37.7608]}",52,52,3,5,5
Posted 30 Day,2019-01-31T00:00:00.000,57511,5,636,Octavia St  :  Birch St  -  Fulton St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Lyonothamnus floribundus subsp. asplenifolius,Santa Cruz Ironwood,{'url': 'http://bsm.sfdpw.org/treephotos/57511/mobilePic1594756348911.jpg'},6005408.351,2111510.821,37.77830488407818,-122.42495104339669,"{'type': 'Point', 'coordinates': [-122.425, 37.7783]}",22,22,4,11,9
Posted 24hr,2020-05-27T00:00:00.000,190355,6,20,Federal St  :  Rincon St  -  End: 50-90 Block,DPW Maintained,Private,4,"Sidewalk, Curb side",Cutout,Tree,Hymenosporum flavum,Sweetshade,{'url': 'http://bsm.sfdpw.org/treephotos/190355/mobilePic1589406409654.jpg'},6014990.18738,2113351.33782,37.78369105861979,-122.3917652792505,"{'type': 'Point', 'coordinates': [-122.392, 37.7837]}",31,31,1,10,8
Posted 15 Day,2017-07-28T00:00:00.000,34693,2,3101,Webster St  :  Greenwich St  -  Moulton St,DPW Maintained,SFUSD,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/34693-300664.jpg'},6002813.73545,2119366.57801,37.79939443150094,-122.43427177836067,"{'type': 'Point', 'coordinates': [-122.434, 37.7994]}",15,15,4,6,13
Posted 15 Day,2021-07-09T00:00:00.000,135754,2,2950,Vallejo St  :  Baker St  -  Lyon St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/135754/mobilePic1625849944637.jpg'},5999454.88709,2117392.74665,37.79386391585924,-122.44581160528881,"{'type': 'Point', 'coordinates': [-122.446, 37.7939]}",102,102,4,6,30
Posted 15 Day,2018-05-18T00:00:00.000,191957,10,1322,Hudson Ave  :  Bertha Ln  -  Willie B Kennedy Dr,DPW Maintained,Private,15,"Sidewalk, Curb side",Cutout,Tree,Eucalyptus polyanthemos,Silver Dollar Eucalyptus,{'url': 'http://bsm.sfdpw.org/treephotos/191957/mobilePic1526665317369.jpg'},6017673.86037,2094773.47867,37.73276293277079,-122.38121550952964,"{'type': 'Point', 'coordinates': [-122.381, 37.7328]}",86,86,2,9,1
Posted 24hr,2020-05-05T00:00:00.000,1552,1,531,Arguello Blvd  :  Geary Blvd  -  Anza St,DPW Maintained,DPW,1,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/1552/mobilePic1588699275402.jpg'},5995576.8395,2112621.27904,37.780295096437506,-122.45879514150266,"{'type': 'Point', 'coordinates': [-122.459, 37.7803]}",5,5,8,4,11
Posted 24hr,2020-05-29T00:00:00.000,228399,8,701,Church St  :  Cumberland St  -  20th St,DPW Maintained,Private,9,Front Yard,Yard,Landscaping,Landscape Plants,Landscape Plants,{'url': 'http://bsm.sfdpw.org/treephotos/228399/mobilePic1590767928791.jpg'},6004337.48115,2104399.19776,37.75848961302995,-122.42808823418488,"{'type': 'Point', 'coordinates': [-122.428, 37.7585]}",37,37,3,5,5
Posted 30 Day,2018-05-31T00:00:00.000,218888,5,1355,08th Ave  :  Irving St  -  Judah St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Eriobotrya deflexa,Bronze Loquat,{'url': 'http://bsm.sfdpw.org/treephotos/218888/mobilePic1527801385578.jpg'},5993614.91113,2106274.6654,37.76315277170224,-122.46517987377182,"{'type': 'Point', 'coordinates': [-122.465, 37.7632]}",109,109,10,11,14
Posted 15 Day,2019-07-12T00:00:00.000,60784,1,114,Ewing Ter  :  Ewing Ter  -  Jean Way,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Prunus cerasifera,Cherry Plum,{'url': 'http://bsm.sfdpw.org/treephotos/60784/mobilePic1562965542678.jpg'},5998687.9541,2112447.9464,37.78046209083076,-122.44863432837853,"{'type': 'Point', 'coordinates': [-122.449, 37.7805]}",12,12,7,4,18
Posted 24hr,2019-07-17T00:00:00.000,234200,8,3941,26th St  :  Church St  -  Sanchez St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Pittosporum undulatum,Victorian Box,{'url': 'http://bsm.sfdpw.org/treephotos/234200/mobilePic1563387523934.jpg'},6004231.46921,2100704.14879,37.74842903655442,-122.42823463067667,"{'type': 'Point', 'coordinates': [-122.428, 37.7484]}",84,84,3,5,22
Posted 30 Day,2018-07-13T00:00:00.000,225329,8,71,Whitney St  :  30th St  -  Randall St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/225329/mobilePic1531515434694.jpg'},6004309.80523,2097786.99757,37.74084190853509,-122.42776580462119,"{'type': 'Point', 'coordinates': [-122.428, 37.7408]}",59,59,9,5,10
Posted 15 Day,2019-08-18T00:00:00.000,70636,1,249,20th Ave  :  California St  -  Clement St,DPW Maintained,FUF,1,"Sidewalk, Curb side",Cutout,Tree,Magnolia grandiflora 'Samuel Sommer',Samuel Sommer Magnolia,{'url': 'http://bsm.sfdpw.org/treephotos/70636/mobilePic1566151003496.jpg'},5989603.89345,2113698.71942,37.78319304585796,-122.47958327384816,"{'type': 'Point', 'coordinates': [-122.48, 37.7832]}",8,8,8,4,29
Posted 15 Day,2019-05-14T00:00:00.000,258436,8,4050,19th St  :  Hartford St  -  Castro St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Lagunaria patersonii,Primrose Tree,{'url': 'http://bsm.sfdpw.org/treephotos/258436/mobilePic1578951609162.jpg'},6002636,2104802,37.759322726745076,-122.43429911325718,"{'type': 'Point', 'coordinates': [-122.434, 37.7593]}",115,115,3,5,5
Posted 30 Day,2019-12-06T00:00:00.000,261159,7,1100,Moraga St  :  17th Ave  -  18th Ave,Significant Tree,Private,3,"Sidewalk, Property side",Yard,Tree,Tree(s),,{'url': 'http://bsm.sfdpw.org/treephotos/261159/mobilePic1575586801623.jpg'},5990881,2103853,37.75617869564289,-122.475000216385,"{'type': 'Point', 'coordinates': [-122.475, 37.7562]}",44,44,10,8,14
Posted 30 Day,2019-02-27T00:00:00.000,258045,3,1250,Columbus Ave  :  Bay St  -  North Point St,Undocumented,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus nitida,Laurel Fig,,6007719,2121534,37.805573496919926,-122.4178034232645,"{'type': 'Point', 'coordinates': [-122.418, 37.8056]}",99,99,6,6,32
Posted 15 Day,2017-10-31T00:00:00.000,240081,8,310,Liberty St  :  Church St  -  Sanchez St,DPW Maintained,Private,38,"Sidewalk, Curb side",Yard,Tree,Pyrus calleryana,Ornamental Pear,,6003924.40198,2103934.27436,37.75726746196518,-122.42905018310954,"{'type': 'Point', 'coordinates': [-122.429, 37.7573]}",52,52,3,5,5
Posted 30 Day,2020-06-11T00:00:00.000,189906,10,350,Newhall St  :  Mendell St  -  Evans Ave,DPW Maintained,Private,7,"Sidewalk, Curb side",Cutout,Tree,Ceratonia siliqua,Carob,{'url': 'http://bsm.sfdpw.org/treephotos/189906/mobilePic1591904723081.jpg'},6016329.85018,2098328.36686,37.74256808329907,-122.38514501910987,"{'type': 'Point', 'coordinates': [-122.385, 37.7426]}",76,76,2,9,1
Posted 24hr,2020-10-07T00:00:00.000,197538,6,33,Guy Pl  :  01st St  -  Lansing St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Schinus terebinthifolius,Brazilian Pepper,{'url': 'http://bsm.sfdpw.org/treephotos/197538/mobilePic1602097484811.jpg'},6014309.72341,2114400.37585,37.786416751197066,-122.39447117758938,"{'type': 'Point', 'coordinates': [-122.394, 37.7864]}",30,30,1,10,8
Posted 30 Day,2019-02-15T00:00:00.000,120716,1,154,21st Ave  :  Lake St  -  California St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Corymbia ficifolia,Red Flowering Gum,{'url': 'http://bsm.sfdpw.org/treephotos/120716/mobilePic1653424671510.jpg'},5989318.46493,2114336.78774,37.78500527203293,-122.48079270253467,"{'type': 'Point', 'coordinates': [-122.481, 37.785]}",2,2,8,4,29
Posted 24hr,2022-05-06T00:00:00.000,36772,10,1501,Bancroft Ave  :  Jennings St  -  Keith St,DPW Maintained,Private,5,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/36772/mobilePic1723489430253.jpg'},6014747.3735,2091825.6215,37.72507381598923,-122.3918581248752,"{'type': 'Point', 'coordinates': [-122.392, 37.7251]}",86,86,2,9,1
Posted 30 Day,2024-03-13T00:00:00.000,272734,2,2323,Sacramento St  :  Buchanan St  -  Webster St,Significant Tree,Private,1,"Sidewalk, Property side",Cutout,Tree,Syzygium australe,Eugenia,{'url': 'http://bsm.sfdpw.org/treephotos/272734/mobilePic1710365028329.jpg'},6003542.78856,2115901.08421,37.79014812233553,-122.43156068332569,"{'type': 'Point', 'coordinates': [-122.432, 37.7901]}",102,102,4,6,30
Posted 30 Day,2018-03-05T00:00:00.000,251688,3,925,Sutter St  :  Leavenworth St  -  Hyde St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/251688/mobilePic1520283949858.jpg'},6008132,2115128,37.7882828998544,-122.41600621247429,"{'type': 'Point', 'coordinates': [-122.416, 37.7883]}",50,50,6,3,21
Posted 15 Day,2018-06-15T00:00:00.000,126306,3,19,Chestnut St  :  The Embarcadero  -  Montgomery St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Corymbia ficifolia,Red Flowering Gum,{'url': 'http://bsm.sfdpw.org/treephotos/126306/mobilePic1529096739130.jpg'},6011394.26023,2121086.86047,37.8048751158222,-122.40428484335439,"{'type': 'Point', 'coordinates': [-122.404, 37.8049]}",77,77,6,3,8
Posted 24hr,2023-03-13T00:00:00.000,80620,2,182,26th Ave  :  El Camino Del Mar  -  Lake St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Metrosideros excelsa,New Zealand Xmas Tree,{'url': 'http://bsm.sfdpw.org/treephotos/80620/mobilePic1678743737510.jpg'},5987752.52358,2114765.11617,37.7866297715117,-122.48628136809145,"{'type': 'Point', 'coordinates': [-122.486, 37.7866]}",1,1,8,6,33
Posted 15 Day,2017-07-28T00:00:00.000,98770,2,1500,North Point St  :  Laguna St  -  Buchanan St,DPW Maintained,Private,7,"Sidewalk, Property side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/98770/mobilePic1585599250315.jpg'},6003379.21654,2121069.10166,37.804139021215086,-122.4326994548854,"{'type': 'Point', 'coordinates': [-122.433, 37.8041]}",17,17,4,6,13
Posted 15 Day,2017-10-27T00:00:00.000,180595,10,438,Holyoke St  :  Bacon St  -  Wayland St,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Tristaniopsis laurina,Swamp Myrtle,{'url': 'http://bsm.sfdpw.org/treephotos/180595/mobilePic1509132982381.jpg'},6009775.03095,2092351.37985,37.725741746015416,-122.40829191899451,"{'type': 'Point', 'coordinates': [-122.408, 37.7257]}",91,91,2,2,25
Posted 24hr,2019-12-03T00:00:00.000,237281,9,530,Ellsworth St  :  Tompkins Ave  -  Ogden Ave,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Prunus serrulata 'Kwanzan',Kwanzan Flowering Cherry,{'url': 'http://bsm.sfdpw.org/treephotos/237281/mobilePic1575399684291.jpg'},6007994.06263,2096346.0131,37.73655288327929,-122.41477574864405,"{'type': 'Point', 'coordinates': [-122.415, 37.7366]}",83,83,9,2,2
Posted 15 Day,2017-10-03T00:00:00.000,8217,7,2189,Funston Ave  :  Quintara St  -  Rivera St,DPW Maintained,DPW,8,Median,Cutout,Tree,Leucodendron argenteum,Silver Tree,{'url': 'http://bsm.sfdpw.org/treephotos/8217/mobilePic1507065558503.jpg'},5992282.7442,2100560.49724,37.74801296133948,-122.46948945590368,"{'type': 'Point', 'coordinates': [-122.469, 37.748]}",44,44,10,8,41
Posted 15 Day,2018-09-19T00:00:00.000,135468,3,444,Battery St  :  Merchant St  -  Washington St,DPW Maintained,Private,15,"Sidewalk, Curb side",Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/135468/mobilePic1537392353515.jpg'},6012612.40273,2117781.12373,37.795661737110464,-122.40044911047488,"{'type': 'Point', 'coordinates': [-122.4, 37.7957]}",108,108,6,3,8
Posted 30 Day,2025-02-10T00:00:00.000,274475,7,98,Santa Clara Ave  :  Yerba Buena Ave  -  Terrace Dr,Significant Tree,Private,2,"Sidewalk, Curb side",Yard,Tree,Eucalyptus gunnii,Cider Gum,{'url': 'http://bsm.sfdpw.org/treephotos/274475/mobilePic1721251802182.jpg'},5993269.03182,2097018.73215,37.737949926462896,-122.4656951424871,"{'type': 'Point', 'coordinates': [-122.466, 37.7379]}",116,116,10,8,41
Posted 30 Day,2017-09-20T00:00:00.000,220311,8,4235,19th St  :  Collingwood St  -  Diamond St,DPW Maintained,SFUSD,4,"Sidewalk, Curb side",Cutout,Tree,Acacia melanoxylon,Blackwood Acacia,{'url': 'http://bsm.sfdpw.org/treephotos/220311/mobilePic1505858802254.jpg'},6001938.02984,2104676.35813,37.75919003040444,-122.43649760439605,"{'type': 'Point', 'coordinates': [-122.436, 37.7592]}",115,115,3,5,5
Posted 30 Day,2019-09-11T00:00:00.000,126944,2,3494,Sacramento St  :  Walnut St  -  Laurel St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/126944/mobilePic1565811112490.jpg'},5998165.72086,2115205.94461,37.78787170439611,-122.44947972450258,"{'type': 'Point', 'coordinates': [-122.449, 37.7879]}",10,10,8,6,31
Posted 15 Day,2023-08-24T00:00:00.000,90267,1,4000,Balboa St  :  41st Ave  -  42nd Ave,DPW Maintained,DPW,2,"Sidewalk, Curb side",Cutout,Tree,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/90267/mobilePic1691533605843.jpg'},5983138.58378,2111057.44527,37.775495252059855,-122.50213442970541,"{'type': 'Point', 'coordinates': [-122.502, 37.7755]}",8,8,8,4,29
Posted 30 Day,2018-08-28T00:00:00.000,224567,6,3235,18th St  :  Folsom St  -  Shotwell St,DPW Maintained,Private,3,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa,Chinese Banyan,{'url': 'http://bsm.sfdpw.org/treephotos/224567/mobilePic1712093040593.jpg'},6007896.19994,2105583.80933,37.76206656901256,-122.41553830216247,"{'type': 'Point', 'coordinates': [-122.416, 37.7621]}",53,53,3,2,20
Posted 15 Day,2018-10-04T00:00:00.000,135428,3,128,Sacramento St  :  Drumm St  -  Davis St,DPW Maintained,Private,6,"Sidewalk, Curb side",Cutout,Tree,Platanus x hispanica,"Sycamore, London Plane",{'url': 'http://bsm.sfdpw.org/treephotos/135428/mobilePic1538701727111.jpg'},6013440.16918,2117327.98552,37.79451109924542,-122.39719108559281,"{'type': 'Point', 'coordinates': [-122.397, 37.7945]}",108,108,6,3,8
Posted 24hr,2023-09-08T00:00:00.000,225393,8,37,Clover St  :  18th St  -  Caselli Ave,DPW Maintained,Private,1,"Sidewalk, Curb side",Cutout,Tree,Ficus microcarpa nitida 'Green Gem',Indian Laurel Fig Tree 'Green Gem',{'url': 'http://bsm.sfdpw.org/treephotos/225393/mobilePic1694200330997.jpg'},6000463.17504,2105006.39981,37.76007684106198,-122.44152758089452,"{'type': 'Point', 'coordinates': [-122.442, 37.7601]}",115,115,3,5,5
Posted 15 Day,2017-10-31T00:00:00.000,239735,8,1449,Noe St  :  27th St  -  Duncan St,DPW Maintained,Private,2,"Sidewalk, Curb side",Cutout,Empty,Planting site (plant),Planting Site (plant),{'url': 'http://bsm.sfdpw.org/treephotos/239735/mobilePic1509483812152.jpg'},6003316.0935,2099809.08635,37.74622902852497,-122.43136850003033,"{'type': 'Point', 'coordinates': [-122.431, 37.7462]}",84,84,9,5,22
Posted 24hr,2020-05-28T00:00:00.000,178136,7,20,Brotherhood Way  :  Arch St  -  Junipero Serra Blvd On Ramp,DPW Maintained,Private,7,Median,Cutout,Tree,Pinus canariensis,Canary Island Pine,{'url': 'http://bsm.sfdpw.org/treephotos/178136/mobilePic1590688153406.jpg'},5992351.13254,2087854.27594,37.71243683416798,-122.46885465630866,"{'type': 'Point', 'coordinates': [-122.469, 37.7124]}",65,65,10,8,24
